"Feature","Data_Type","Category","Sub_Category","ACH-000048","ACH-000091","ACH-000123","ACH-000132","ACH-000237","ACH-000278","ACH-000324","ACH-000524","ACH-000527","ACH-000542","ACH-000657","ACH-000663","ACH-000688","ACH-000696","ACH-000701","ACH-000704","ACH-000713","ACH-000719","ACH-000796","ACH-000811","ACH-000885","ACH-000906","ACH-000947"
"CAPTAMINE (BRD:BRD-K81645907-001-01-1)_sec","num","Drug Screen","Prism Secondary",0.8479465,0.9498842,0.8554054,NA,NA,NA,0.8667996,0.926947,0.8388901,NA,0.8966584,0.9025473,NA,0.919349,NA,0.8600917,0.8562416,0.8904365,0.9324137,0.9347975,0.8473383,0.8461234,0.8762577
"VTP-27999 (BRD:BRD-K81694556-003-01-9)_sec","num","Drug Screen","Prism Secondary",0.8349046,NA,0.8154783,0.9906875,NA,NA,0.9328243,NA,0.8213732,NA,NA,0.9206398,NA,0.8709607,0.9228088,NA,0.6895852,0.880464,0.8180369,0.9212531,0.8378597,NA,NA
"WZ8040 (BRD:BRD-K81728688-001-04-4)_sec","num","Drug Screen","Prism Secondary",0.8740137,0.9517627,0.897438,0.9790026,0.9010644,0.8753463,0.965593,0.8423492,0.9935389,0.9197075,0.7564053,0.7369059,NA,0.9401188,0.898099,0.9077959,0.9132495,0.7969351,0.9603655,0.9090639,1,0.7843919,0.8506053
"PP-121 (BRD:BRD-K81801188-001-02-8)_sec","num","Drug Screen","Prism Secondary",0.56922,0.6639079,0.5983148,0.6109922,0.585181,0.6270953,0.6136744,0.4308847,0.5406256,NA,0.5833096,0.5897336,0.7014326,0.5037279,0.5973478,0.6131518,0.5473295,0.5468966,0.5273236,0.5850888,0.5309746,0.5621415,0.6822233
"TRICLABENDAZOLE (BRD:BRD-K81916719-001-13-9)_sec","num","Drug Screen","Prism Secondary",0.807175,0.7715747,0.7907413,0.8467242,0.7822455,0.8564511,0.7730025,0.8531637,0.8147857,NA,0.7488748,NA,0.7433481,0.7514401,0.8503786,NA,0.8309296,0.7360323,0.7796775,0.7782894,0.7043875,0.7415956,0.759408
"SB-239063 (BRD:BRD-K82091397-001-03-0)_sec","num","Drug Screen","Prism Secondary",0.8319213,NA,0.7720309,0.7910056,0.8610418,0.9086307,NA,0.7978944,0.6781249,0.932587,0.8012385,0.7624883,0.9836724,0.8796719,NA,NA,0.840554,0.906671,0.8570059,0.8278076,0.8369609,0.8631197,0.7985385
"AMFENAC (BRD:BRD-K82122102-323-01-1)_sec","num","Drug Screen","Prism Secondary",0.9326392,0.9622343,NA,0.9454033,0.8726521,NA,0.8817205,0.9452492,0.9140122,0.9240941,0.9138827,0.8995622,0.8768071,0.9583562,NA,0.9446167,0.9101672,0.8769225,0.9723196,0.9555047,0.9974588,0.9532544,0.9033364
"ELESCLOMOL (BRD:BRD-K82135108-001-04-3)_sec","num","Drug Screen","Prism Secondary",0.4950906,NA,0.2435567,0.8437079,0.3289646,0.7339126,0.752075,NA,0.592723,0.8431552,NA,0.6100801,NA,0.5811199,0.8422235,NA,NA,NA,0.5986518,0.6840675,0.541414,NA,0.5159726
"PYRITINOL (BRD:BRD-K82181219-001-04-3)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8756056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BINIMETINIB (BRD:BRD-K82244583-001-01-3)_sec","num","Drug Screen","Prism Secondary",0.631233,NA,0.7222235,NA,0.8380665,NA,0.7976916,0.8616222,0.7575027,NA,NA,0.6290189,0.6891493,0.8588938,0.9654069,0.8191811,0.8622969,0.7509257,0.7001803,0.8491415,0.8024137,NA,NA
"NAVITOCLAX (BRD:BRD-K82746043-001-19-3)_sec","num","Drug Screen","Prism Secondary",0.5954164,0.9998478,NA,0.7180168,0.5770907,NA,0.4112304,NA,0.6668444,0.9446508,NA,0.9021465,NA,NA,NA,0.5823299,0.9964225,0.3805946,0.8505769,0.7125653,0.5966684,NA,NA
"BATIMASTAT (BRD:BRD-K82818427-001-04-8)_sec","num","Drug Screen","Prism Secondary",NA,0.9452936,NA,0.8121956,0.7489266,0.8522817,0.9354116,NA,NA,NA,NA,0.9934332,NA,NA,NA,0.6618623,0.8578762,0.8859021,0.8567333,0.9635392,0.8559766,NA,0.8924839
"PD-407824 (BRD:BRD-K82823804-001-04-1)_sec","num","Drug Screen","Prism Secondary",0.8923556,NA,0.8092381,0.869735,0.8757838,NA,0.8602477,NA,0.871152,NA,NA,0.8819373,NA,0.9042622,NA,0.9735671,0.7652582,NA,0.942119,0.8892624,0.8019974,NA,NA
"REPAGLINIDE (BRD:BRD-K82846253-001-15-4)_sec","num","Drug Screen","Prism Secondary",0.8456095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAVARIXIN (BRD:BRD-K82850175-001-01-1)_sec","num","Drug Screen","Prism Secondary",0.8639676,NA,0.7979686,0.9109692,NA,NA,0.8246425,0.8994996,0.8729098,NA,NA,0.8569767,NA,0.9297247,0.9818682,0.8982282,0.8021727,0.9693121,0.9230458,0.8980892,0.8711805,NA,NA
"DACLATASVIR (BRD:BRD-K82861010-001-02-5)_sec","num","Drug Screen","Prism Secondary",0.9449785,0.9473901,0.8082091,0.9287959,0.9054143,0.9335227,0.9484031,0.8491193,NA,NA,NA,0.8833754,0.7360523,0.8702988,NA,NA,0.9013087,0.998487,NA,NA,0.931174,NA,NA
"ACY-1215 (BRD:BRD-K82928847-001-04-7)_sec","num","Drug Screen","Prism Secondary",0.8556523,0.9087245,NA,0.9148022,0.9297759,0.9324304,NA,NA,0.9611473,0.8892934,0.8754816,0.887239,NA,0.894303,0.8600437,0.8910606,NA,0.7926209,0.876009,0.8894273,0.9132117,0.8887788,0.8555107
"DOXERCALCIFEROL (BRD:BRD-K82928892-001-02-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.894149,0.8538624,0.8276182,NA,0.8838483,NA,NA,0.8765759,NA,NA,0.9628995,NA,NA,0.8370391,0.9244075,0.9442007,0.9899438,0.9265637,NA
"LY3023414 (BRD:BRD-K82967180-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.5520808,0.5287668,NA,0.6640553,0.5292401,0.6065177,0.5221749,NA,0.6915639,0.642765,0.5212663,0.5567786,NA,0.5788695,0.6641227,0.5607723,0.6106831,0.6247723,0.5140605,0.4952276,0.4885271,0.5660215,0.5253663
"ALOGLIPTIN (BRD:BRD-K83003151-057-02-4)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.8227533,NA,0.9182641,NA,NA,NA,0.9111284,NA,NA,NA,NA,NA,NA,NA,NA,0.9654865,NA,NA,NA,NA,NA
"CI-844 (BRD:BRD-K83022601-001-01-0)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9335322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LITRONESIB (BRD:BRD-K83029223-001-01-3)_sec","num","Drug Screen","Prism Secondary",0.4774641,0.9750654,0.7945522,NA,0.6137183,0.8823036,0.9991049,NA,0.8745225,0.9220917,0.2265174,0.8395224,NA,0.8097793,NA,0.6225981,0.6699865,0.9359313,0.5490674,0.5594033,0.7978089,0.3782722,0.5219445
"CHLOROPYRAMINE (BRD:BRD-K83257731-003-23-5)_sec","num","Drug Screen","Prism Secondary",NA,0.9498942,0.9434795,0.6939515,0.975071,NA,NA,NA,NA,0.7169699,NA,NA,0.6304186,NA,NA,0.5702913,NA,NA,0.7416718,NA,NA,NA,NA
"SKEPINONE-L (BRD:BRD-K83607951-001-02-2)_sec","num","Drug Screen","Prism Secondary",0.9146127,0.9337179,0.8920344,NA,0.9289719,NA,0.8062245,NA,NA,0.9351972,NA,0.9070774,NA,NA,NA,NA,NA,0.9181425,0.9594196,NA,NA,NA,0.943456
"NMS-1286937 (BRD:BRD-K83699324-001-01-1)_sec","num","Drug Screen","Prism Secondary",0.5572624,0.5596471,0.5380909,0.6153923,0.4824408,0.6028745,0.6451778,0.5817718,0.5906252,NA,NA,0.6487447,NA,0.5453833,0.7407168,NA,0.5499033,0.604045,0.5468171,0.5948426,0.5492906,NA,NA
"PTC-209 (BRD:BRD-K83834509-001-01-1)_sec","num","Drug Screen","Prism Secondary",0.8321363,0.8443783,NA,NA,0.8334098,0.9397293,0.8452704,0.8181378,0.9097364,0.8342869,0.8560414,0.8463229,NA,0.8808675,0.9127977,0.9087915,0.8850133,0.8948515,0.8439399,0.8403917,0.8025964,0.7865908,NA
"JNJ-26481585 (BRD:BRD-K83837640-001-04-8)_sec","num","Drug Screen","Prism Secondary",0.3500891,0.4458801,0.2570463,0.430414,0.4102823,0.4921173,0.4405945,0.3241703,0.4063436,NA,NA,0.5385986,NA,0.3423169,0.3159433,NA,0.4434592,0.588065,0.4439336,0.4299594,0.3303127,NA,NA
"MLN-8054 (BRD:BRD-K83963101-001-06-9)_sec","num","Drug Screen","Prism Secondary",0.581444,0.6606071,0.6964978,0.81387,0.592108,0.8682316,0.6961041,0.6696627,0.5993393,NA,NA,0.7388315,NA,0.556666,0.7222008,NA,0.6638306,0.7030946,0.7570758,0.7532949,0.5394818,NA,NA
"ALVESPIMYCIN (BRD:BRD-K83988098-001-02-0)_sec","num","Drug Screen","Prism Secondary",0.7880864,0.8082182,NA,NA,0.7929496,0.8394033,0.9162438,0.9360259,0.7678631,0.8906896,NA,0.8539131,NA,0.8639583,0.8555937,NA,0.8031402,0.745244,0.7985409,0.6955894,0.7081654,NA,0.8199742
"NIZOFENONE (BRD:BRD-K84011460-051-01-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9246715,NA,0.9400986,NA,NA,NA
"CANDESARTAN (BRD:BRD-K84091759-001-07-1)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,0.9080995,NA,NA,NA,NA,0.9624377,NA,NA,0.9856055,NA,NA,NA,NA,NA,NA,0.9824022,NA
"ERCALCITRIOL (BRD:BRD-K84163249-001-01-9)_sec","num","Drug Screen","Prism Secondary",0.7876288,NA,0.8805785,NA,0.8576578,NA,0.6720552,NA,0.8085014,NA,NA,0.9395058,NA,0.9334562,0.8828518,0.8216703,0.8455065,0.8197493,0.9125394,NA,0.8700454,NA,NA
"TELATINIB (BRD:BRD-K84564571-001-02-4)_sec","num","Drug Screen","Prism Secondary",0.8785119,NA,0.9847759,NA,0.93833,NA,0.8712692,NA,NA,0.9115127,NA,0.7624121,NA,NA,NA,NA,0.8889038,NA,0.9648652,0.9699744,0.87209,0.9403116,0.9743363
"TREQUINSIN (BRD:BRD-K84663978-003-02-9)_sec","num","Drug Screen","Prism Secondary",NA,0.8913125,NA,0.9446061,NA,NA,0.9027783,NA,0.8711824,NA,NA,0.8275739,NA,NA,0.9827158,NA,0.9223178,NA,NA,0.9313062,NA,NA,0.9312602
"RADEZOLID (BRD:BRD-K84683831-001-01-0)_sec","num","Drug Screen","Prism Secondary",0.7443948,NA,0.621414,0.9226827,0.7865105,0.8861098,0.9183582,0.7207036,NA,NA,NA,0.7813179,0.5633117,0.8769101,0.8803432,0.7285765,0.8293664,0.8461393,0.8229484,0.8241125,0.8003227,NA,NA
"RIOCIGUAT (BRD:BRD-K84783599-001-01-0)_sec","num","Drug Screen","Prism Secondary",0.979649,0.8842423,0.8491079,NA,NA,NA,0.9928456,NA,0.9885503,NA,NA,0.9860096,NA,NA,NA,NA,NA,0.8893503,NA,0.8951458,NA,NA,NA
"ERDAFITINIB (BRD:BRD-K84868168-001-01-0)_sec","num","Drug Screen","Prism Secondary",0.7915921,0.9551128,NA,0.9827641,0.975857,0.9715176,0.9489387,NA,0.9653122,NA,0.7461748,0.903746,NA,NA,0.9267489,0.9469859,0.7789936,0.9865351,NA,0.9029146,0.8335868,0.9771142,0.6538874
"IOWH032 (BRD:BRD-K84892605-001-01-1)_sec","num","Drug Screen","Prism Secondary",0.8738212,NA,NA,NA,0.9619453,NA,NA,NA,0.9645821,0.9568405,0.9061357,0.8685202,NA,NA,NA,NA,0.9428506,0.9592946,NA,0.9481327,0.8990177,NA,0.8985596
"AY-22989 (BRD:BRD-K84937637-001-09-9)_sec","num","Drug Screen","Prism Secondary",NA,0.4631241,0.4213515,0.5050549,0.2052035,0.529621,0.2831383,0.3429918,0.6942806,0.862421,NA,0.4162942,NA,0.6575342,0.3936078,0.6745344,0.830682,NA,0.4910376,0.3245405,NA,0.5057019,0.1485109
"AZD2461 (BRD:BRD-K85014146-001-02-5)_sec","num","Drug Screen","Prism Secondary",0.8318104,NA,0.9438144,NA,0.8840168,0.9426568,0.8971086,0.8396958,NA,0.9186919,NA,0.8604713,0.7669208,0.9276899,NA,NA,0.8488229,0.8910806,0.9369616,0.9003146,0.8325454,0.8881009,0.9116935
"PILOCARPINE (BRD:BRD-K85090592-008-22-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9272014,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APHIDICOLIN (BRD:BRD-K85140930-001-12-7)_sec","num","Drug Screen","Prism Secondary",0.6246274,NA,NA,0.8036589,0.7116636,0.737167,0.7822661,0.7596919,0.7781132,0.766081,0.6923211,0.7260842,NA,0.7291443,0.8275611,0.7272855,0.6450119,0.8120202,0.8078567,0.736388,0.7020449,0.7133579,NA
"FOSCARNET (BRD:BRD-K85146014-314-05-4)_sec","num","Drug Screen","Prism Secondary",0.8926607,0.9507881,0.8902208,0.9988052,0.8337623,NA,NA,NA,NA,0.9857034,0.8858479,NA,NA,0.9195598,NA,0.9493722,0.8612144,0.8671676,0.8895728,0.9154557,0.8465111,0.873987,0.8560363
"NOVOBIOCIN (BRD:BRD-K85307935-236-09-5)_sec","num","Drug Screen","Prism Secondary",0.9018359,0.82079,1,NA,0.9154112,NA,0.8605716,0.9412141,0.8483049,0.9276705,0.8857175,0.9023907,0.9512109,0.8915062,0.9569453,NA,0.9263248,0.7689705,0.9489747,0.9566102,0.9357454,0.8953149,0.8500904
"RAMIFENAZONE (BRD:BRD-K85333151-003-13-4)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,0.9648263,NA,NA,NA,NA,NA,NA,NA,0.8358186,0.8071809,NA,NA,NA,NA,0.9559834,NA,NA,NA,NA,NA
"DOVITINIB (BRD:BRD-K85402309-043-01-9)_sec","num","Drug Screen","Prism Secondary",0.7974071,0.9454056,0.5774192,0.9590886,0.9003344,0.839515,0.9380647,NA,NA,0.8257784,0.8442739,0.8119548,NA,NA,0.9045905,0.7149765,0.9541787,0.86971,0.8973549,0.6713966,0.8013897,0.8137762,0.758549
"SOBETIROME (BRD:BRD-K85406984-001-01-0)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8428837,NA,NA,NA,0.8215693,NA,NA,NA,NA,NA,NA,NA
"IVERMECTIN (BRD:BRD-K85554912-001-06-3)_sec","num","Drug Screen","Prism Secondary",0.77334,0.7763017,0.8731761,0.9457561,0.736595,0.7271496,0.9365075,0.7206916,0.947989,0.8216536,0.7676611,0.9709588,NA,0.8712699,0.8969134,0.8256587,0.9091209,0.7558529,0.8863071,0.9259755,0.9664624,0.7595028,0.7992444
"NERATINIB (BRD:BRD-K85606544-001-09-1)_sec","num","Drug Screen","Prism Secondary",0.8548116,0.8798871,NA,0.9217681,NA,0.7579328,0.6584589,0.7834154,NA,0.8533299,0.6733305,0.8665365,NA,NA,1,0.7970583,0.8987165,0.5664136,0.9635774,0.7730345,0.8713697,NA,0.9245354
"BAY 869766 (BRD:BRD-K85751432-001-03-3)_sec","num","Drug Screen","Prism Secondary",0.7376409,0.833465,0.7084758,0.7807173,0.8254589,0.7893759,0.8216424,0.9256691,0.6209386,NA,NA,0.7679712,NA,0.6998199,0.8753351,NA,0.971596,0.6138675,0.6448958,0.8507254,0.6769821,NA,NA
"AZD2858 (BRD:BRD-K85849709-001-01-5)_sec","num","Drug Screen","Prism Secondary",0.8141554,NA,0.8319931,0.8755541,0.7569053,0.8419424,0.7278975,0.8415559,0.8221685,0.8324566,0.8536837,0.8708921,0.8770246,0.8417811,NA,0.8040227,0.8200976,0.8569175,0.8769517,0.8863266,0.7125136,NA,0.7837779
"KYNURENIC-ACID (BRD:BRD-K85872723-001-15-9)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.8249005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9358877,NA,0.9281623,NA,NA,NA,NA
"WAY-600 (BRD:BRD-K85920262-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.8133336,0.7429062,0.7539427,0.8824212,0.716232,NA,0.762669,0.7909664,0.729438,0.8481205,0.7289268,0.687402,0.8298863,0.8457273,0.8098567,0.7984303,0.7383989,0.7821723,0.7749211,0.7431397,0.7517984,0.7672843,0.7958051
"FLUBENDAZOLE (BRD:BRD-K86003836-001-10-5)_sec","num","Drug Screen","Prism Secondary",0.7757495,0.7708025,0.6981623,0.8602052,0.6765856,0.7741813,NA,0.7914124,0.7612252,0.7346658,0.7413085,0.7742607,0.6626094,0.817432,0.8365353,0.8403419,0.717829,0.7117808,0.8050041,0.7834846,0.7256204,0.7746317,0.7749609
"ASP-7487 (BRD:BRD-K86118762-001-01-8)_sec","num","Drug Screen","Prism Secondary",0.9620401,NA,NA,0.9871819,NA,NA,0.8453221,NA,0.8994104,NA,NA,0.8757525,NA,0.9621813,0.9468163,0.801808,0.9782483,0.9526357,0.9882203,0.9314828,NA,0.9195103,0.8992903
"TERCONAZOLE (BRD:BRD-K86204871-001-16-2)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,0.9842996,NA,NA,NA,NA,0.9406733,NA,NA,NA,NA,NA,0.9322075,NA,NA,NA,NA,NA
"AZD7762 (BRD:BRD-K86525559-001-07-8)_sec","num","Drug Screen","Prism Secondary",0.4597494,0.5545751,0.4324919,0.701493,0.4992268,0.5075342,0.5930963,0.5425055,0.5566373,0.4553989,0.6184104,0.4847477,NA,0.5637572,0.7689153,0.576845,0.3853839,0.4143114,0.6014878,0.490869,0.3984056,0.407857,NA
"R306465 (BRD:BRD-K86687746-001-01-3)_sec","num","Drug Screen","Prism Secondary",0.6136027,NA,NA,0.7590976,0.648741,0.7355761,0.6987106,0.8087776,0.7000297,0.7772942,0.5975103,0.7184613,NA,0.5821058,0.7613991,0.667991,0.7156246,0.7002979,0.7124558,0.7045669,0.5949572,0.7036401,NA
"EMBELIC ACID (BRD:BRD-K86727142-001-12-4)_sec","num","Drug Screen","Prism Secondary",0.8757863,NA,0.9475962,0.9391345,0.9582623,NA,0.9466855,0.8844216,0.8849635,NA,NA,0.7357114,0.8137254,0.9000493,0.9265875,0.9391201,0.8829669,0.9827322,0.8818764,NA,0.8850011,NA,NA
"SB-939 (BRD:BRD-K86797399-001-05-1)_sec","num","Drug Screen","Prism Secondary",0.5511379,0.6033491,0.4200705,0.6637872,0.5473716,NA,0.554852,0.5404219,0.5362809,NA,0.54121,0.6624167,0.7150968,0.4913372,0.454587,0.5736125,0.6471346,0.5849264,0.5799098,0.5613124,0.4688433,0.5558759,NA
"PF-04457845 (BRD:BRD-K86816506-001-01-8)_sec","num","Drug Screen","Prism Secondary",0.9084961,0.8817605,0.8856571,0.9274564,0.9322985,0.9416727,NA,0.8864511,0.8655041,0.9509861,0.9534141,0.9477105,0.8157591,0.9355078,NA,0.8818725,NA,0.776263,0.9135265,0.9410151,0.9376151,0.9264752,0.8796082
"DOFETILIDE (BRD:BRD-K86887724-001-10-6)_sec","num","Drug Screen","Prism Secondary",0.9499122,0.9321665,0.8943875,0.942776,0.927722,0.9524576,NA,NA,NA,NA,0.9308694,NA,NA,0.9549084,NA,NA,NA,0.9610608,0.9565371,NA,NA,0.9508928,0.9456544
"AZD 2171 (BRD:BRD-K86930074-001-05-0)_sec","num","Drug Screen","Prism Secondary",0.8051444,0.8846766,0.6806102,0.7374716,0.7791867,0.8152689,0.8484602,NA,NA,0.7595076,0.7403708,0.8376526,0.7828501,0.8085178,0.8536068,0.8380816,0.9115092,0.8006986,0.7544587,0.8097628,0.7700925,0.8340541,0.7790906
"OLTIPRAZ (BRD:BRD-K86972824-001-01-4)_sec","num","Drug Screen","Prism Secondary",0.8770363,NA,0.7748842,NA,0.8899448,0.9344806,NA,0.9308129,0.8382964,0.9561965,NA,NA,NA,NA,0.9489363,0.9758614,NA,0.8576824,0.9475652,0.996789,0.9417413,NA,NA
"PHENELZINE (BRD:BRD-K87024524-065-17-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.8622075,NA,NA,NA,0.9676353,NA,NA,NA,NA,0.7600771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZODICARBONAMIDE (BRD:BRD-K87036601-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.8908578,NA,0.9263511,NA,NA,NA,NA,NA,NA,NA,0.9853138,NA,NA,NA,0.9695359,NA,NA,NA,0.9642989,0.9189022,NA,0.978933,0.9072884
"PP242 (BRD:BRD-K87112191-001-04-5)_sec","num","Drug Screen","Prism Secondary",0.6213937,0.7564491,0.8634576,0.8688675,0.7302339,0.8628408,0.8207209,0.7518968,0.793462,0.8336028,NA,0.7072899,0.6378113,0.8525872,0.7732348,0.7236629,0.78911,0.7691178,0.7242913,0.7273727,0.7229505,0.7511026,NA
"A-1065-5 (BRD:BRD-K87124298-001-03-4)_sec","num","Drug Screen","Prism Secondary",0.5774363,0.8495935,0.7457041,0.8569533,0.736845,0.7206454,0.8452734,0.8200162,0.6437687,0.8577032,0.7023373,0.7229514,0.6417377,0.7996253,0.7625243,0.7390053,0.8080786,0.769519,0.6521143,0.728339,0.6446427,0.7917691,0.6800897
"NOREPINEPHRINE (BRD:BRD-K87349682-347-03-8)_sec","num","Drug Screen","Prism Secondary",NA,0.8823117,0.8940038,0.9190413,0.9228862,0.8105529,NA,NA,0.8207134,0.867006,0.9069679,0.8877532,0.8589919,0.8888653,0.8736889,0.8188984,0.9280905,NA,0.9071032,0.8980447,0.7087873,0.8581654,0.8680654
"RS-504393 (BRD:BRD-K87510569-001-02-8)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.9630761,0.9436551,NA,NA,NA,NA,0.965618,0.887173,NA,0.8643029,NA,NA,0.886702,0.9610745,0.9209584,NA,0.8321876,0.9489964,0.9493629
"TALTOBULIN (BRD:BRD-K87512222-019-01-7)_sec","num","Drug Screen","Prism Secondary",0.2811359,NA,NA,0.4566207,0.2672177,0.4165105,0.3701029,0.495419,0.4136689,0.2860173,0.3400451,0.4070434,NA,0.3129425,0.5312835,0.4384628,0.2779335,0.515737,0.3639018,0.3490112,0.3023849,0.328803,NA
"LY456236 (BRD:BRD-K87696786-003-04-4)_sec","num","Drug Screen","Prism Secondary",0.7994086,0.8599171,0.7549224,0.8164384,0.7443499,0.8168612,0.8572524,NA,0.7697185,0.8496075,NA,0.8937234,0.9029292,0.8047217,NA,0.8417861,0.8594015,0.870049,0.8177353,0.8556768,0.8274805,0.8206743,0.8091367
"CETYLPYRIDINIUM (BRD:BRD-K87700323-003-05-1)_sec","num","Drug Screen","Prism Secondary",0.7355366,NA,0.7719809,0.8995023,0.9301919,0.7747741,0.7657197,0.7824942,0.7667594,0.8445483,NA,0.8054768,NA,0.8370657,0.8621033,0.812571,0.7792279,0.7370058,0.796009,0.7974637,0.7212907,0.7691176,0.8304561
"MOMELOTINIB (BRD:BRD-K87737963-001-06-0)_sec","num","Drug Screen","Prism Secondary",0.9917095,0.9197715,0.8477604,0.9674209,0.8597017,0.9609132,0.9297837,NA,NA,0.8015237,NA,0.764657,NA,NA,0.8994712,0.8283239,NA,0.8171953,NA,0.8711717,0.776464,0.947051,0.8038891
"ISTRADEFYLLINE (BRD:BRD-K87774949-001-03-9)_sec","num","Drug Screen","Prism Secondary",0.7984182,0.9932482,NA,NA,NA,0.9775672,NA,0.996404,0.8786556,NA,NA,0.8442299,0.9139536,0.9691744,NA,0.9674833,0.7896791,0.9548674,NA,NA,0.9144278,NA,NA
"AVL-292 (BRD:BRD-K87782578-001-01-4)_sec","num","Drug Screen","Prism Secondary",0.8425137,0.9055724,0.8124849,0.9173057,0.7644371,NA,0.8999441,NA,0.9045296,NA,0.8713985,0.8116336,NA,NA,0.9675057,0.7872548,0.9092046,0.7981462,0.922827,0.7821635,0.779211,0.9047391,0.8014535
"MELPHALAN (BRD:BRD-K87827419-001-16-8)_sec","num","Drug Screen","Prism Secondary",0.769228,0.8799628,0.7423327,NA,0.8465015,0.8919596,NA,0.8149476,NA,0.868624,0.7927598,NA,NA,0.8904708,NA,0.8902063,0.8415162,0.9050183,0.8722138,0.9553033,0.6725001,NA,NA
"ALVOCIDIB (BRD:BRD-K87909389-003-03-4)_sec","num","Drug Screen","Prism Secondary",0.4391918,0.4845412,0.6508369,0.8334382,0.5409917,0.7562584,0.6553578,NA,0.8569657,0.673639,NA,0.5619941,NA,0.7553878,0.7737219,0.7792586,0.7054581,0.7132813,0.6274686,0.7220767,0.5559719,0.7737851,0.8203635
"PIRETANIDE (BRD:BRD-K87990216-001-10-2)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,0.8826572,NA,NA,NA,NA,NA,NA,NA,0.9603285,NA,NA,NA,NA,NA,NA,NA,0.9204103,0.993371,NA,NA
"NALTREXONE (BRD:BRD-K88172511-003-20-3)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.9297313,NA,NA,NA,NA,NA,NA,NA,0.9960027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHLORIDINE (BRD:BRD-K88429204-001-35-1)_sec","num","Drug Screen","Prism Secondary",0.7736852,0.8426435,0.8082622,0.9409986,0.8827118,NA,NA,0.8982307,NA,0.838601,0.7929037,0.8388338,0.8785798,0.8899796,0.9188822,0.9141243,0.8787044,0.8591946,NA,0.8967844,0.8013773,NA,NA
"KD025 (BRD:BRD-K88506063-001-01-8)_sec","num","Drug Screen","Prism Secondary",0.7880392,0.8675148,0.9584673,0.8394524,0.833642,NA,0.8707268,0.8591433,0.8661434,NA,0.8646418,0.7832502,0.878226,0.8561637,0.8486813,0.8913659,NA,0.8463543,0.8387913,0.8330251,0.8345354,0.8531932,NA
"BORTEZOMIB (BRD:BRD-K88510285-001-17-8)_sec","num","Drug Screen","Prism Secondary",0.5964235,0.6032152,0.6640904,0.9775499,0.4294494,0.7234015,0.7829276,0.9276851,0.8046002,0.4619954,NA,0.6026274,NA,0.6469831,0.7483984,0.5511448,0.5296229,0.4906919,0.5726681,0.6146186,0.4977553,NA,0.5380585
"IPRONIAZID (BRD:BRD-K88568253-011-19-9)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9594369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NONOXYNOL-9 (BRD:BRD-K88625236-001-04-2)_sec","num","Drug Screen","Prism Secondary",0.8097221,0.8783735,0.6238639,NA,0.8412308,0.9130359,0.8356319,0.8162853,0.8486579,NA,0.8140262,NA,NA,0.8456973,0.8896221,NA,0.9142603,0.8933393,0.87611,0.8409279,0.8578056,0.87364,0.7544344
"PD-198306 (BRD:BRD-K88677950-001-03-9)_sec","num","Drug Screen","Prism Secondary",0.8837291,0.8705104,0.8937117,0.9235595,0.8968634,0.9111349,0.9488476,0.9416771,0.8890577,0.8670188,0.8131704,0.8117069,0.8728355,0.9292067,0.8958181,NA,0.9078174,0.8893831,0.8717865,0.9048863,0.8997218,0.809669,0.8862821
